id,label,sim.name.cal_Monge_Eklan,sim.name.cal_key_token_jaccard.<class 'list'>#1553,sim.description.cal_Monge_Eklan,sim.description.cal_key_token_jaccard.<class 'list'>#1787
"324,567",1,0.8504375219345093,0.5,0.6163288768794801,0.0
"70,952",1,0.953333338101705,0.0,-1.0,-1.0
"576,541",0,0.7243716940283775,0.0,0.7523088003649856,0.0
"1012,95",0,0.7251700758934021,0.0,0.5912512888511022,0.0
"845,824",0,0.8437777876853942,0.0,0.451415137997989,0.0
"114,473",0,0.7717532515525818,0.0,-1.0,-1.0
"501,563",0,0.6521212187680331,0.25,0.5761898109253417,0.0
"619,831",0,0.7220805916521285,0.0,0.6516538773264203,0.0
"58,103",0,0.7841481447219849,0.0,0.36744006213388947,0.0
"243,443",0,0.6745061775048574,0.0,0.6321167107671499,0.0
"638,839",0,0.6869023631919514,0.0,0.5697014303434462,0.4
"230,982",0,0.8089105401720319,0.0,0.7476196175529843,0.0
"60,569",0,0.6022574278441343,-1.0,0.4647287050118813,0.0
"884,1091",0,0.8187962993979454,0.0,-1.0,-1.0
"845,816",0,0.8793333351612092,0.0,0.44113599226392547,0.0
"37,108",0,0.787414972271238,0.0,-1.0,-1.0
"421,457",0,0.7713227536943223,0.0,-1.0,-1.0
"640,37",0,0.7561111102501551,0.0,0.3052144689219339,0.0
"683,1077",0,0.7922380954027176,0.0,0.6741820004853335,0.375
"385,424",0,0.7748148242632548,0.0,-1.0,-1.0
"293,35",0,0.6617284019788107,0.0,0.682668841937009,0.0
"996,835",0,0.7647732496261597,0.0,-1.0,-1.0
"152,139",0,0.6595568805932999,0.0,0.590408502256169,0.0
"912,1002",0,0.7868055626749992,0.0,0.6172773976016928,0.0
"472,742",0,0.6319664915402731,0.0,0.5457549628458525,0.0
"790,880",0,0.7469009927340916,0.0,0.647813423190798,0.0
"370,294",0,0.7854591820921216,0.0,0.5464221521698195,0.0
"944,954",1,0.8446471840143204,0.5,-1.0,-1.0
"1021,489",0,0.8351190586884817,0.0,0.6597928768251,0.0
"509,665",1,0.7880070639981164,0.5,0.64442040161653,1.0
"297,317",0,0.7533564940094948,0.0,-1.0,-1.0
"44,755",0,0.7524470786253611,0.0,0.6206784498307013,0.0
"982,1037",0,0.5652014681926141,0.0,0.7333736695460419,0.0
"659,265",0,0.7180808186531067,0.0,0.16754385985826192,0.0
"900,586",0,0.8972222208976746,0.0,0.5970709196158818,0.0
"327,985",1,0.8673356090273175,0.5,-1.0,-1.0
"828,950",1,0.9506696462631226,0.0,-1.0,-1.0
"504,560",0,0.7944973653013055,0.2,-1.0,-1.0
"533,335",0,0.6102116505304972,0.0,0.6405107829815302,0.0
"903,736",0,0.7319444492459297,0.0,0.5564888362531308,0.0
"803,988",0,0.6720238089561462,0.0,0.5956331157968158,0.0
"293,177",0,0.7399691343307495,0.0,0.682668841937009,0.0
"10,759",0,0.7653174698352814,0.0,0.7397916664679846,0.0
"344,11",0,0.821746039390564,0.0,0.3159494351956152,0.25
"388,376",0,0.7014583386480808,0.0,-1.0,-1.0
"426,59",0,0.7347371093928814,0.0,0.49000793397426606,0.0
"443,615",0,0.4948412648269108,0.0,0.3453835139914257,0.0
"444,605",0,0.6711970865726471,0.0,0.6584911978606022,0.0
"739,625",0,0.8191269891602653,0.0,0.6552440018364878,0.0
"109,85",0,0.7771810756789314,0.0,0.14945533696342916,0.0
"370,587",0,0.7779761893408639,0.0,0.5565902082056835,0.0
"784,551",0,0.7526793405413628,0.0,0.6003379153482842,0.0
"684,1077",0,0.7922380954027176,0.0,0.6629455319859765,0.2222222222222222
"482,459",0,0.751984124382337,0.0,0.5197787692913642,0.0
"1002,358",0,0.8301190555095672,0.0,-1.0,-1.0
"381,464",0,0.6888888875643412,0.0,0.6185362023465774,0.0
"803,696",0,0.5561111181974411,0.0,0.6687965009893689,0.25
"940,418",0,0.8503703739908006,0.0,0.6882422260749035,0.0
"462,110",0,0.8356349229812622,0.0,0.6466899640632399,0.0
"940,587",0,0.7174515095021989,0.0,0.5638447541456956,0.0
"1009,1038",0,0.7201814098017556,0.0,-1.0,-1.0
"958,341",0,0.7443630496660868,0.0,0.383320191810871,0.0
"588,229",0,0.6576530677931649,0.3333333333333333,0.4589102147398768,0.0
"899,625",0,0.7634127140045166,0.0,0.635268931388855,0.0
"804,694",0,0.6983333349227905,0.0,0.6764306653113592,0.0
"531,753",0,0.7289930656552315,0.0,0.639501657925154,0.0
"427,141",0,0.7154431231319904,0.0,0.5718636889206735,0.0
"563,913",0,0.774845050913947,0.0,-1.0,-1.0
"530,913",0,0.7018518522381783,0.0,-1.0,-1.0
"845,820",0,0.8437777876853942,0.0,0.44113599226392547,0.0
"299,423",1,0.7639583349227905,0.0,-1.0,-1.0
"532,210",0,0.6958994695118496,0.0,0.627367156116586,0.0
"901,993",0,0.8875661393006643,0.0,-1.0,-1.0
"586,145",0,0.8349206447601318,0.0,0.6082777857780457,0.0
"388,318",0,0.6979166716337204,0.0,-1.0,-1.0
"1047,688",0,0.7005189267488626,0.0,0.3730110617147552,0.0
"957,372",0,0.8085088928540548,0.0,-1.0,-1.0
"576,993",0,0.9116865023970604,0.0,-1.0,-1.0
"476,960",0,0.8205026487509409,0.0,0.6727354087327656,0.0
"977,96",0,0.722222238779068,0.0,0.6309425914660096,0.0
"636,758",0,0.7472335653645652,0.0,0.687788124931486,0.0
"839,827",0,0.8341666698455811,0.0,0.4855311769863655,0.0
"288,341",1,0.9814814825852712,0.3333333333333333,0.45495221460307084,0.0
"431,71",0,0.7406679938236872,0.0,0.390713774732181,0.0
"999,1075",1,0.8513227522373199,1.0,-1.0,-1.0
"367,466",1,0.9563095229012626,1.0,-1.0,-1.0
"510,592",1,0.9006277051838961,0.5,-1.0,-1.0
"790,1012",0,0.6684807326112475,0.0,0.7017679691314698,0.0
"1027,1",1,0.8222282330195109,0.5,0.4332224507080881,0.0
"825,475",0,0.9410714251654488,0.0,0.6078969949278338,0.0
"893,906",1,0.5405303053557873,0.3333333333333333,-1.0,-1.0
"947,1058",0,0.7351190485060215,0.0,0.6094515197204821,0.0
"192,264",1,0.8419192007609776,0.0,-1.0,-1.0
"202,256",1,0.873456789387597,1.0,0.5435902592928513,0.0
